query,category
Why didn't I receive the right amount of cash at the ATM?,billing_charge_dispute
I received the wrong amount of cash back,billing_charge_dispute
Why did I only get $20 now the full amount I wanted?,billing_charge_dispute
The amount of cash I selected to withdraw is different than what I received.,billing_charge_dispute
What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,billing_charge_dispute
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,billing_charge_dispute
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,billing_charge_dispute
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",billing_charge_dispute
I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,billing_charge_dispute
ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,billing_charge_dispute
Why didn't the ATM give me all my money,billing_charge_dispute
I did not get the right amount of cash from the ATM.,billing_charge_dispute
Why did I get less from the ATM?,billing_charge_dispute
The ATM only gave me 10 pounds when I withdrew 30. What do I do?,billing_charge_dispute
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,billing_charge_dispute
I could only take the amount of money that was available to me which was less then I expected.,billing_charge_dispute
I was given less cash then I wanted.,billing_charge_dispute
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",billing_charge_dispute
I did not receive my full withdrawal amount,billing_charge_dispute
I received a different amount of cash than what I entered.,billing_charge_dispute
"I only received $20, but I requested $100.",billing_charge_dispute
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",billing_charge_dispute
"I think something went wrong, I didn't get the right amount.",billing_charge_dispute
What do I do if I got the wrong amount at the ATM?,billing_charge_dispute
I did not receive the right amount of cash I requested,billing_charge_dispute
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,billing_charge_dispute
What happens if the ATM doesn't give the right amount of money?,billing_charge_dispute
I asked for more cash than what was received,billing_charge_dispute
Why can't I take $100 out,billing_charge_dispute
I requested $100 but only got $20,billing_charge_dispute
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",billing_charge_dispute
I tried withdrawing but my cash is not showing up?,billing_charge_dispute
I was not able to receive the correct amount of cash.,billing_charge_dispute
I didn't receive the correct amount of cash,billing_charge_dispute
I did not get enough cash,billing_charge_dispute
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",billing_charge_dispute
The ATM is showing it gave me the money I requested but I didn't get that amount.,billing_charge_dispute
The correct amount of cash was not received.,billing_charge_dispute
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,billing_charge_dispute
I was given the wrong amount of cash,billing_charge_dispute
The atm didn't give me all my cash,billing_charge_dispute
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",billing_charge_dispute
I did not ask for the amount of cash that I received.,billing_charge_dispute
Got only $20 when I tried to withdraw $100.,billing_charge_dispute
The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,billing_charge_dispute
The ATM gave me less cash than requested,billing_charge_dispute
Why didn't I receive all the cash I requested?,billing_charge_dispute
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,billing_charge_dispute
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,billing_charge_dispute
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,billing_charge_dispute
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,billing_charge_dispute
My cash received does not match what has been requested,billing_charge_dispute
I was not given the amount of cash I withdrew,billing_charge_dispute
I was not distributed all of cash that I requested,billing_charge_dispute
The machine gave me the wrong amount of cash.,billing_charge_dispute
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",billing_charge_dispute
"I asked for $40 and I only received $20, what happened?",billing_charge_dispute
Why didn't I get the amount I requested at the ATM?,billing_charge_dispute
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,billing_charge_dispute
I received the wrong amount of cash.,billing_charge_dispute
I haven't received my cash yet.,billing_charge_dispute
I did not get all the cash at ATM.,billing_charge_dispute
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",billing_charge_dispute
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,billing_charge_dispute
Why did I get less cash than what I asked in the ATM?,billing_charge_dispute
My cash withdrawal was short.,billing_charge_dispute
I was not distributed the correct amount of cash that I asked for,billing_charge_dispute
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,billing_charge_dispute
"When I went to $100, all the machine would give me was $20.",billing_charge_dispute
What happens if the ATM gives me the wrong amount of money?,billing_charge_dispute
i did not get any money but still was charged,billing_charge_dispute
You shorted me money when I tried to make a withdrawal.,billing_charge_dispute
i asked for 100 only got 80,billing_charge_dispute
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",billing_charge_dispute
Cash withdrawal was incorrect at ATM.,billing_charge_dispute
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",billing_charge_dispute
Why did the ATM give me less money than what I requested?,billing_charge_dispute
I did not receive the right amount of cash.,billing_charge_dispute
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,billing_charge_dispute
Why did I not get the amount I specified at the ATM?,billing_charge_dispute
The ATM didn't give me what I asked for but my balance says it did,billing_charge_dispute
I got less cash than what I specified for through the ATM.,billing_charge_dispute
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,billing_charge_dispute
A wrong amount of cash we sent to me.,billing_charge_dispute
"I took out money, and didn't get all of it.",billing_charge_dispute
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...,billing_charge_dispute
"Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.",billing_charge_dispute
I withdrew $100 but only received $20,billing_charge_dispute
I requested money from the ATM and it didn't give me as much as I requested.,billing_charge_dispute
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",billing_charge_dispute
$20 came out instead of $100,billing_charge_dispute
How can I fix this? The ATM gave me more cash than I'd asked for.,billing_charge_dispute
I could not get the cash I wanted,billing_charge_dispute
I wanted to take out $100 but I only got $20.,billing_charge_dispute
"Help, the ATM didn't give me all the money I requested",billing_charge_dispute
The cash I asked for still hasn't been received,billing_charge_dispute
I wanted $100 but only got $20,billing_charge_dispute
The ATM didn't give me the amount I asked for,billing_charge_dispute
Where'd the rest of my cash go from the ATM,billing_charge_dispute
I got less cash at the ATM than I asked for. Why?,billing_charge_dispute
There was a limited amount of money available at the time of my transaction.,billing_charge_dispute
My cash withdrawal was not entirely complete,billing_charge_dispute
The atm didn'y give me all the cash,billing_charge_dispute
The ATM is messed up. It gave me less than I wanted.,billing_charge_dispute
I received the wrong amount of cash from the ATM. Can you help?,billing_charge_dispute
ATM only gave me $20 instead of $100,billing_charge_dispute
I was only given $20 when I tried to get $100,billing_charge_dispute
I needed $100 but all it gave me was $20.,billing_charge_dispute
I tried pulling out money at the ATM and it gave me an incorrect amount back.,billing_charge_dispute
Why did I only get $20 when I asked for $100?,billing_charge_dispute
The amount of cash i have received is not correct.,billing_charge_dispute
How can I get my money that I didn't get from the ATM?,billing_charge_dispute
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",billing_charge_dispute
I didn't get all the money I asked for,billing_charge_dispute
The ATM did not give me as much cash as I requested.,billing_charge_dispute
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,billing_charge_dispute
Why is my withdrawal wrong? I took out $100 but only received $20.,billing_charge_dispute
I asked for cash but I did not receive all the funds,billing_charge_dispute
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,billing_charge_dispute
I only got some of the cash I requested from the ATM,billing_charge_dispute
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",billing_charge_dispute
I got the incorrect amount of money given to me from my account,billing_charge_dispute
I did not receive the correct amount of cash.,billing_charge_dispute
I did not receive all of my cash back,billing_charge_dispute
I got some cash but it wasn't the right amount.,billing_charge_dispute
Can you explain why the ATM is giving me less money than what I asked for?,billing_charge_dispute
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,billing_charge_dispute
I visited the ATM but got less money than what I requested. Why?,billing_charge_dispute
I couldn't get the money I needed.,billing_charge_dispute
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,billing_charge_dispute
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,billing_charge_dispute
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,billing_charge_dispute
The amount of money I pushed at the atm machine did not come out of the machine.,billing_charge_dispute
"I got less than what i asked for in the ATM, why?",billing_charge_dispute
"I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now!",billing_charge_dispute
The machine only paid me a hundred when I wanted 20,billing_charge_dispute
There was a fee charged when I paid with my card.,billing_charge_dispute
I received a fee I should not have.,billing_charge_dispute
Why am I being a charged for using my card?,billing_charge_dispute
Tell me why there is a fee for a card payment.,billing_charge_dispute
I don't understand why I'm being charged for using my card.,billing_charge_dispute
I paid with my card so so why was I charged a transaction fee?,billing_charge_dispute
"I shouldn't have been charged but I see a fee, why?",billing_charge_dispute
"i made a payment with my card and was charged a fee, why would you do that",billing_charge_dispute
A fee came along with me paying with card,billing_charge_dispute
I had to pay a fee when buying items with my card.,billing_charge_dispute
Why is there a fee when I thought there would be no fees?,billing_charge_dispute
Why are there fees for using a card?,billing_charge_dispute
I had to pay money for paying with my card.,billing_charge_dispute
"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",billing_charge_dispute
What are the reasons to be charged a fee on card payments?,billing_charge_dispute
I paid with card and was charged a fee that shouldn't be there!,billing_charge_dispute
Why was I charged an extra fee when paying with card?,billing_charge_dispute
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,billing_charge_dispute
I don't understand why I was charged an additional fee for this service. Can you clarify?,billing_charge_dispute
Why is there a fee for using my card?,billing_charge_dispute
Why was my transaction charged an extra fee when paying with my card?,billing_charge_dispute
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",billing_charge_dispute
"On a card payment, why is there a fee?",billing_charge_dispute
Why did I get charged a fee for my card payment?,billing_charge_dispute
Why are you charging me fees for using my card?,billing_charge_dispute
What is the extra fee that showed up on my card?,billing_charge_dispute
Why was I charged a fee for using my card,billing_charge_dispute
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,billing_charge_dispute
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,billing_charge_dispute
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,billing_charge_dispute
I think a fee was applied for paying with a card.,billing_charge_dispute
I'm being charged for using my card!,billing_charge_dispute
I bought something with my card and I was charged a fee,billing_charge_dispute
I received an extra charge for using the card. Why?,billing_charge_dispute
Can you explain why my payment was charged a fee?,billing_charge_dispute
Is there a fee for paying by card?,billing_charge_dispute
Who charged me a fee for paying by card?,billing_charge_dispute
I have a fee showing from last time I used my card.,billing_charge_dispute
Why is this fee being charged to me after using my card?,billing_charge_dispute
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",billing_charge_dispute
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,billing_charge_dispute
I payed with the card and there was an extra fee?,billing_charge_dispute
Is it normal to be charged an extra fee when paying with my card?,billing_charge_dispute
Why was there a fee for paying by card?,billing_charge_dispute
How did the extra charge on my card come in effect?,billing_charge_dispute
Please tell me why I was charged additionally when I used the card.,billing_charge_dispute
I made a purchase with my card and I was charged a fee for using it,billing_charge_dispute
I was made to pay a fee for making a transaction with card.,billing_charge_dispute
"Why, when paying with the card, was I charged an extra fee?",billing_charge_dispute
I have never been charged a card payment fee before. Why did this change?,billing_charge_dispute
What can i pay with out  fees,billing_charge_dispute
Why and I being charged this fee?,billing_charge_dispute
Why was I charged a fee? I thought shopping was free?,billing_charge_dispute
There was an extra charge when I used my card,billing_charge_dispute
What is this fee for card payment?,billing_charge_dispute
I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?,billing_charge_dispute
Why was I charged for payments? You didn't warn me about additional fees.,billing_charge_dispute
"i have used my card online before and wasn't charged, why am i charged now",billing_charge_dispute
"I paid with my card and got charged an extra fee, what's up with that?",billing_charge_dispute
I used my card and there was a fee,billing_charge_dispute
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",billing_charge_dispute
Why am I getting a fee on a card payment?,billing_charge_dispute
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",billing_charge_dispute
I noticed that i got charged extra for using the card.,billing_charge_dispute
I paid with a card and there is an extra charge. Why?,billing_charge_dispute
Can you explain why I am now getting charged a fee for using my card?,billing_charge_dispute
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",billing_charge_dispute
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?,billing_charge_dispute
I got a fee when paying with my card,billing_charge_dispute
why is there a fee for a payment on my card?,billing_charge_dispute
"When using my card I was charged a fee for doing so, why?",billing_charge_dispute
What was I charged a fee for card payment?,billing_charge_dispute
What is this extra fee?,billing_charge_dispute
Why did I have to pay extra because I paid with my card?,billing_charge_dispute
I want to see what this fee is on my card payment.,billing_charge_dispute
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,billing_charge_dispute
how do i avoid charges in the future,billing_charge_dispute
An extra fee has been added to my card payment is this correct?,billing_charge_dispute
Why was there an extra charge because I used my card to pay?,billing_charge_dispute
Why do I have to pay extra for using my card?,billing_charge_dispute
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",billing_charge_dispute
I paid with my card and was charged extra,billing_charge_dispute
My account was charged a fee. When did you start charging extra for card payments?,billing_charge_dispute
Explain the extra fee on my card when paying.,billing_charge_dispute
I was charged and shouldn't have been charged when using my card!,billing_charge_dispute
I have a fee and I don't know why,billing_charge_dispute
I was mistakenly charged a fee for using my card.,billing_charge_dispute
tell me why I was charged more with my card?,billing_charge_dispute
"My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?",billing_charge_dispute
There was an extra fee when I paid with the card.,billing_charge_dispute
I think I was wrongly charged in a recent transaction when I used my card.,billing_charge_dispute
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",billing_charge_dispute
I was spending cash with my card and got a fee.,billing_charge_dispute
What are these fees i am paying?,billing_charge_dispute
Why have I been charged a fee for card payment?,billing_charge_dispute
How come I was charged an extra fee when paying with the card?,billing_charge_dispute
Why is there a charged fee for debit or credit card payment?,billing_charge_dispute
Am I getting charged for making a payment?,billing_charge_dispute
Why do some of my payments have fees?  I don't understand.,billing_charge_dispute
Why did I have to pay an additional amount when using my card to pay?,billing_charge_dispute
I paid with my card and I was charged a fee,billing_charge_dispute
There was a charge applied when I used my card.,billing_charge_dispute
I was charged a hidden fee when I paid with card.,billing_charge_dispute
Why does it cost more to pay with my card?,billing_charge_dispute
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,billing_charge_dispute
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,billing_charge_dispute
Why was I charged extra when paying with card?,billing_charge_dispute
Why am I charged a fee when using my debit or credit card?,billing_charge_dispute
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",billing_charge_dispute
Why was the price higher when I paid with my card?,billing_charge_dispute
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,billing_charge_dispute
I didn't know I was going to get charged to use my card.,billing_charge_dispute
I have been charged an extra fee when buying from your store. Why is this?,billing_charge_dispute
What is this extra fee that I got when I used my card to pay?,billing_charge_dispute
Was I charged extra for using my card?,billing_charge_dispute
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,billing_charge_dispute
Why was I charged an additional fee when paying with card?,billing_charge_dispute
Why did I get charged extra?,billing_charge_dispute
I paid with card and I was charged a fee,billing_charge_dispute
I made a purchase but never expected to see a fee charged for the transaction.,billing_charge_dispute
I was charged for using my card?,billing_charge_dispute
My card was charged more than expected.,billing_charge_dispute
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,billing_charge_dispute
Why have i been charged a fee for using my card?,billing_charge_dispute
Why was I charged extra using my card?,billing_charge_dispute
How was I charged extra when I used my card to pay?,billing_charge_dispute
When do i get charged a fee for using the card?,billing_charge_dispute
"I see I was charged extra when I used the card.  I am not sure why, please tell me why.",billing_charge_dispute
Why was I charged a fee for my card payment?,billing_charge_dispute
Why was I charged an extra fee when using the card?,billing_charge_dispute
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,billing_charge_dispute
What is the charge for paying with my card?,billing_charge_dispute
I paid with my card and ended up being charged a fee.,billing_charge_dispute
Why is there a fee on a card payment?,billing_charge_dispute
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,billing_charge_dispute
I don't think I should have been charged a fee to use my card.,billing_charge_dispute
A fee that shouldn't be there is there after using my card!,billing_charge_dispute
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",billing_charge_dispute
Why am I getting charged more for using my card?,billing_charge_dispute
I see a fee that I think was charged because I paid by card.,billing_charge_dispute
What are the fees imposed when I make a transaction?,billing_charge_dispute
What was the extra charge for using my card?,billing_charge_dispute
Why was a fee added to my bill when I used my card?,billing_charge_dispute
Please tell my why I was charged a fee for using my card?,billing_charge_dispute
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,billing_charge_dispute
I was charged a fee when buying stuff with my card.,billing_charge_dispute
I was charged an additional amount of money for making a purchase with my card,billing_charge_dispute
What is the fee charged for using my card?,billing_charge_dispute
I just saw a fee on my account. When do these get charged?,billing_charge_dispute
Is it normal to get charged extra when i use my card?,billing_charge_dispute
This fee shouldn't be there after I paid with a card.,billing_charge_dispute
Why am I charged an extra fee on my card?,billing_charge_dispute
Why did I get charged more for using my card?,billing_charge_dispute
I recently bought an item using my card and I was charged an extra fee why is this?,billing_charge_dispute
I am angry that I got charged for using my card.,billing_charge_dispute
I wanted to know why i got an additional fee when i use my card.,billing_charge_dispute
"Is there a fee for making a payment? If so, let me know why.",billing_charge_dispute
Please tell me why I would have to pay a fee for a recent payment. Thanks.,billing_charge_dispute
Why was I charged a fee for debit or credit card payment?,billing_charge_dispute
Why was an extra charge added when I used my card?,billing_charge_dispute
Why have I been charged a small fee to use my card?,billing_charge_dispute
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,billing_charge_dispute
Why is there a fee associated with card use?,billing_charge_dispute
What is this fee showing up in my account for?,billing_charge_dispute
I got charged for with a fee for paying with my card.,billing_charge_dispute
Why am I being charged a fee on a card payment?,billing_charge_dispute
Is there a  way to  get around fees,billing_charge_dispute
I noticed an extra fee when I paid with my card.,billing_charge_dispute
You advertise no fee when paying with a card then my statement shows a fee.,billing_charge_dispute
"There was an extra fee when I paid with my card, why was i charged this extra fee?",billing_charge_dispute
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,billing_charge_dispute
what is this extra charge with my purchase?,billing_charge_dispute
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,billing_charge_dispute
Please explain the extra fee when I paid with the card.,billing_charge_dispute
When do you charge fees on accounts? I just saw a charge on my statement.,billing_charge_dispute
After I used my card I saw I was charged a fee for using it,billing_charge_dispute
Is there an allowance on cards?,billing_charge_dispute
Why am I being charged a hidden fee?,billing_charge_dispute
Can you explain why I was charged extra when I used the card?,billing_charge_dispute
Why did I get charged a fee on my card?,billing_charge_dispute
Do you have charges now when you pay with a card?,billing_charge_dispute
What is the extra fee that was added when I used the card?,billing_charge_dispute
Why am I charged a fee for using my card on some purchases?,billing_charge_dispute
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,billing_charge_dispute
How can I tell if there will be a fee added to my payment or not?,billing_charge_dispute
You promised no fees but now I've got one. What the hell!?,billing_charge_dispute
How do I know which payments I make will have additional fees? Where can I find this information online?,billing_charge_dispute
There's a payment with my card that I didn't perform. I don't know that name shown.,payment_issue
My statement indicates I made a payment to an unfamiliar merchant.,payment_issue
"There's a payment with my card that I definitely didn't do myself, never seen that name before.",payment_issue
Help! In the app there is a payment that I don't remember.,payment_issue
I don't understand where this charge came from.,payment_issue
there is a charge i dont recognize,payment_issue
"I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card.",payment_issue
Someone might have access to my card!  There are some strange payments showing up on my account.  What do I do?,payment_issue
"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",payment_issue
I'm using the app and I noticed a payment that I didn't make.,payment_issue
"A strange card payment, I do not recognize it.",payment_issue
They is a payment I don't recognize on my statement.,payment_issue
I have an unusual payment in my statement,payment_issue
I do not recognize the card payment.,payment_issue
Hi something is going on with the app.  I see some payments I didn't make?,payment_issue
"If I see a payment in the app that I don't recognize, what should I do?",payment_issue
I do not recognise the card payment.,payment_issue
"There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?!",payment_issue
Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,payment_issue
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,payment_issue
my statement contains an unknown payment,payment_issue
I don't recognize what this payment on my statement would be for.,payment_issue
There has been a payment  in the App that has not be done by me.,payment_issue
I don't recognize a purchase that was made with my card.,payment_issue
I'm checking the app and I see a payment that's not mine.,payment_issue
I have a charge for something I didn't buy.,payment_issue
A payment on my statement is wrong.,payment_issue
There's a payment that isn't mine on my app,payment_issue
What is this strange payment in my account?,payment_issue
I'm not sure where this charge came from.,payment_issue
I looked at my statement and found a payment I and found a mistake.,payment_issue
A payment in my account was made by someone I don't know,payment_issue
"I don't recognize this payment on my app, I am sure I didn't spend any money there.",payment_issue
There are a couple of payments with my card shown in the app that in reality I didn't make. Maybe someone has access to my card?Can you check whats the issue ?,payment_issue
There is payment showing that I didn't do.,payment_issue
Payment I didn't do.,payment_issue
Why is there a random payment in my statement?,payment_issue
"Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment.",payment_issue
A payment I didn't do shows in my app,payment_issue
There is  a charge I don't recognize.,payment_issue
I'm noticing a payment/purchase at a company that I don't recognise.,payment_issue
There seems to be a couple of payments listed in the app I know weren't made by me. Is there a possibility someone has access to my card? Can you find out what's going on?,payment_issue
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,payment_issue
There are some charges that I don't recognize.  It happened days ago.  Can I get these charges back?  Should I cancel my card?,payment_issue
Please help.  There is a payment in the app that isn't mine.,payment_issue
I am seeing in the App a payment that its not mine,payment_issue
There's a payment in the app I don't recognize.,payment_issue
"Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before.",payment_issue
There is a card payment I'm not familiar with.,payment_issue
There is a strange payment on my card and I don't know what to do.,payment_issue
Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?,payment_issue
There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?,payment_issue
I have a payment in my statement that is off,payment_issue
I did not do this payment,payment_issue
I've never been to that store.  That's a fraudulent charge.,payment_issue
"There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me?",payment_issue
I have a payment I didnt make on my account,payment_issue
There were a couple of payments that I have noticed on my account with my card that I didn't make. Is it possible that somebody else has my card information?,payment_issue
There is an unauthorized payment in my statement.,payment_issue
"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",payment_issue
I don't recognize this payment at all!  Help!,payment_issue
There is a record of payment I never submitted on the app.,payment_issue
I just looked over my statement and I don't recognize the name of a card payment.,payment_issue
I didn't make a payment at this business.,payment_issue
There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,payment_issue
Why do I have a strange payment on my statement?,payment_issue
i didnt do this charge,payment_issue
I did not charge my account for that transaction.  That's an error.,payment_issue
There is a payment that is not mine in the App.,payment_issue
I see an unfamiliar payment on my statement.,payment_issue
Why is this payment on my app,payment_issue
There is a payment I don't recognize,payment_issue
This card payment isn't is recognition.,payment_issue
why do I have an unknown payment?,payment_issue
Payment I did not make.,payment_issue
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",payment_issue
There are a couple of payments with my card shown in the app that I really didn't make myself. What's going on with this?,payment_issue
Why is there a payment I didn't do in my app?,payment_issue
I have a payment that I didn't make.,payment_issue
The app is showing a payment I never made.,payment_issue
I checked the app and there is a payment that I don't recognize.,payment_issue
How do I find out how or where this transaction on my account came from?,payment_issue
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,payment_issue
There is a strange payment on my card.,payment_issue
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,payment_issue
There is a payment made with my card that I don't recognize at all.,payment_issue
I saw a payment come out of my account for a merchant I don't remember.,payment_issue
There's a payment with my card that I definitely didn't create. I don't know anyone by that name.,payment_issue
The App shows a fraudulent payment made on my account.,payment_issue
There's a payment in my history I don't recognize,payment_issue
There is a payment on my card that I do not recognize.,payment_issue
My app shows a payment I didn't make,payment_issue
I don't know if I made this payment on my card.,payment_issue
After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,payment_issue
I do not recongize a payment in my account.,payment_issue
A payment shows up on the app that I never made.,payment_issue
I swear that there are 2 payments on the app that I didn't make.  Could my card me stolen?  Please advise what I should do.,payment_issue
Is there any way to know how the transaction got on my account?,payment_issue
I did not make this payment that I see in the App.,payment_issue
I have a card payment I didn't make,payment_issue
i disagree with a charge,payment_issue
I didn't make this payment!,payment_issue
There is a payment in the app I did not make,payment_issue
There is a vendor name I don't recognize on a payment from my account. I don't think I made this payment.,payment_issue
I don't think I made this payment that is showing up,payment_issue
I think there's a purchase at a store that I didn't go to.,payment_issue
Have a payment that I haven't done.,payment_issue
There was a purchase on my card recently to a name that I don't recognize at all. What can be done about this? I need my money back.,payment_issue
"One of my card payments, I don't recognise the name of the merchant.",payment_issue
"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",payment_issue
I do not recognise this card payment.,payment_issue
I have a card payment that I don't recognize. What should I do?,payment_issue
